date,county,state,fips,cases,deaths,POPULATION,BEDS,COUNTYFIPS
2020-04-10,Bedford,Tennessee,47003.0,15,1,286,286,47003.0
2020-04-10,Bledsoe,Tennessee,47007.0,3,0,25,25,47007.0
2020-04-10,Bradley,Tennessee,47011.0,31,0,383,383,47011.0
2020-04-10,Cannon,Tennessee,47015.0,7,0,60,60,47015.0
2020-04-10,Cheatham,Tennessee,47021.0,17,0,12,12,47021.0
2020-04-10,Cocke,Tennessee,47029.0,3,0,74,74,47029.0
2020-04-10,Davidson,Tennessee,47037.0,1224,13,4732,4732,47037.0
2020-04-10,Dickson,Tennessee,47043.0,29,0,157,157,47043.0
2020-04-10,Dyer,Tennessee,47045.0,15,0,225,225,47045.0
2020-04-10,Fentress,Tennessee,47049.0,2,0,85,85,47049.0
2020-04-10,Gibson,Tennessee,47053.0,18,0,157,157,47053.0
2020-04-10,Hamblen,Tennessee,47063.0,4,1,278,278,47063.0
2020-04-10,Hawkins,Tennessee,47073.0,22,1,50,50,47073.0
2020-04-10,Hickman,Tennessee,47081.0,2,0,25,25,47081.0
2020-04-10,Humphreys,Tennessee,47085.0,4,0,59,59,47085.0
2020-04-10,Loudon,Tennessee,47105.0,16,0,50,50,47105.0
2020-04-10,Maury,Tennessee,47119.0,32,1,255,255,47119.0
2020-04-10,McMinn,Tennessee,47107.0,4,0,262,262,47107.0
2020-04-10,McNairy,Tennessee,47109.0,9,0,45,45,47109.0
2020-04-10,Obion,Tennessee,47131.0,5,1,137,137,47131.0
2020-04-10,Overton,Tennessee,47133.0,5,0,82,82,47133.0
2020-04-10,Roane,Tennessee,47145.0,5,0,150,150,47145.0
2020-04-10,Robertson,Tennessee,47147.0,73,0,109,109,47147.0
2020-04-10,Sumner,Tennessee,47165.0,413,21,517,517,47165.0
2020-04-10,Trousdale,Tennessee,47169.0,14,1,25,25,47169.0
2020-04-10,Unicoi,Tennessee,47171.0,1,0,83,83,47171.0
2020-04-10,Weakley,Tennessee,47183.0,5,0,140,140,47183.0
2020-04-10,Andrews,Texas,48003.0,11,0,34,34,48003.0
2020-04-10,Angelina,Texas,48005.0,16,0,470,470,48005.0
2020-04-10,Atascosa,Texas,48013.0,8,0,67,67,48013.0
2020-04-10,Austin,Texas,48015.0,8,0,32,32,48015.0
2020-04-10,Bastrop,Texas,48021.0,26,1,8,8,48021.0
2020-04-10,Bee,Texas,48025.0,1,0,69,69,48025.0
2020-04-10,Bell,Texas,48027.0,84,3,1307,1307,48027.0
2020-04-10,Bexar,Texas,48029.0,676,24,8104,8104,48029.0
2020-04-10,Bowie,Texas,48037.0,35,5,841,841,48037.0
2020-04-10,Brazoria,Texas,48039.0,199,2,357,357,48039.0
2020-04-10,Brazos,Texas,48041.0,116,9,658,658,48041.0
2020-04-10,Brown,Texas,48049.0,8,0,2740,2740,48049.0
2020-04-10,Burleson,Texas,48051.0,6,0,25,25,48051.0
2020-04-10,Burnet,Texas,48053.0,6,0,71,71,48053.0
2020-04-10,Cameron,Texas,48061.0,147,3,1568,1568,48061.0
2020-04-10,Camp,Texas,48063.0,3,0,25,25,48063.0
2020-04-10,Castro,Texas,48069.0,10,1,17,17,48069.0
2020-04-10,Chambers,Texas,48071.0,24,0,154,154,48071.0
2020-04-10,Collin,Texas,48085.0,406,6,2624,2623,48085.0
2020-04-10,Colorado,Texas,48089.0,6,0,103,103,48089.0
2020-04-10,Comal,Texas,48091.0,37,4,348,348,48091.0
2020-04-10,Concho,Texas,48095.0,1,0,16,16,48095.0
2020-04-10,Cooke,Texas,48097.0,1,0,78,78,48097.0
2020-04-10,Coryell,Texas,48099.0,18,0,25,25,48099.0
2020-04-10,Crane,Texas,48103.0,2,0,25,25,48103.0
2020-04-10,Crosby,Texas,48107.0,1,0,25,25,48107.0
2020-04-10,Dallas,Texas,48113.0,1537,25,9644,9642,48113.0
2020-04-10,DeWitt,Texas,48123.0,8,0,49,49,48123.0
2020-04-10,Deaf Smith,Texas,48117.0,7,0,82,82,48117.0
2020-04-10,Denton,Texas,48121.0,426,9,1516,1516,48121.0
2020-04-10,Eastland,Texas,48133.0,3,0,52,52,48133.0
2020-04-10,Ector,Texas,48135.0,39,1,669,669,48135.0
2020-04-10,Ellis,Texas,48139.0,63,2,484,484,48139.0
2020-04-10,Erath,Texas,48143.0,10,1,98,98,48143.0
2020-04-10,Falls,Texas,48145.0,1,0,36,36,48145.0
2020-04-10,Fannin,Texas,48147.0,5,0,75,75,48147.0
2020-04-10,Fort Bend,Texas,48157.0,485,10,1105,1105,48157.0
2020-04-10,Frio,Texas,48163.0,1,0,40,40,48163.0
2020-04-10,Gaines,Texas,48165.0,1,0,25,25,48165.0
2020-04-10,Galveston,Texas,48167.0,341,8,711,711,48167.0
2020-04-10,Gillespie,Texas,48171.0,2,0,86,86,48171.0
2020-04-10,Gonzales,Texas,48177.0,2,0,34,34,48177.0
2020-04-10,Gray,Texas,48179.0,12,0,115,115,48179.0
2020-04-10,Grayson,Texas,48181.0,17,0,677,677,48181.0
2020-04-10,Gregg,Texas,48183.0,39,0,846,846,48183.0
2020-04-10,Grimes,Texas,48185.0,6,0,25,25,48185.0
2020-04-10,Guadalupe,Texas,48187.0,47,0,135,135,48187.0
2020-04-10,Hale,Texas,48189.0,9,1,127,127,48189.0
2020-04-10,Hansford,Texas,48195.0,1,0,25,25,48195.0
2020-04-10,Harris,Texas,48201.0,3261,40,17209,17209,48201.0
2020-04-10,Hays,Texas,48209.0,79,0,354,354,48209.0
2020-04-10,Hemphill,Texas,48211.0,1,0,26,26,48211.0
2020-04-10,Hidalgo,Texas,48215.0,146,1,2446,2386,48215.0
2020-04-10,Hill,Texas,48217.0,8,0,214,214,48217.0
2020-04-10,Hockley,Texas,48219.0,12,1,48,48,48219.0
2020-04-10,Hood,Texas,48221.0,16,1,83,83,48221.0
2020-04-10,Hopkins,Texas,48223.0,4,0,486,486,48223.0
2020-04-10,Hunt,Texas,48231.0,15,0,271,271,48231.0
2020-04-10,Jack,Texas,48237.0,1,0,58,58,48237.0
2020-04-10,Jim Wells,Texas,48249.0,2,0,159,159,48249.0
2020-04-10,Karnes,Texas,48255.0,2,0,25,25,48255.0
2020-04-10,Kaufman,Texas,48257.0,24,0,407,407,48257.0
2020-04-10,Kerr,Texas,48265.0,2,0,326,326,48265.0
2020-04-10,Kleberg,Texas,48273.0,2,0,100,100,48273.0
2020-04-10,Lamb,Texas,48279.0,1,0,75,75,48279.0
2020-04-10,Lampasas,Texas,48281.0,3,0,25,25,48281.0
2020-04-10,Lavaca,Texas,48285.0,4,0,50,50,48285.0
2020-04-10,Liberty,Texas,48291.0,16,0,186,186,48291.0
2020-04-10,Llano,Texas,48299.0,3,0,30,30,48299.0
2020-04-10,Lubbock,Texas,48303.0,234,9,1563,1563,48303.0
2020-04-10,Lynn,Texas,48305.0,5,0,24,24,48305.0
2020-04-10,Matagorda,Texas,48321.0,49,3,75,75,48321.0
2020-04-10,Maverick,Texas,48323.0,9,0,101,101,48323.0
2020-04-10,McCulloch,Texas,48307.0,2,0,25,25,48307.0
2020-04-10,McLennan,Texas,48309.0,68,2,861,861,48309.0
2020-04-10,Midland,Texas,48329.0,31,1,977,977,48329.0
2020-04-10,Milam,Texas,48331.0,7,0,35,35,48331.0
2020-04-10,Montague,Texas,48337.0,1,0,87,87,48337.0
2020-04-10,Moore,Texas,48341.0,21,0,397,397,48341.0
2020-04-10,Nacogdoches,Texas,48347.0,29,2,390,390,48347.0
2020-04-10,Navarro,Texas,48349.0,11,2,162,162,48349.0
2020-04-10,Nueces,Texas,48355.0,72,0,2224,2224,48355.0
2020-04-10,Palo Pinto,Texas,48363.0,4,0,74,74,48363.0
2020-04-10,Panola,Texas,48365.0,10,1,161,161,48365.0
2020-04-10,Parker,Texas,48367.0,11,0,125,125,48367.0
2020-04-10,Pecos,Texas,48371.0,1,0,41,41,48371.0
2020-04-10,Potter,Texas,48375.0,66,2,1241,1241,48375.0
2020-04-10,Randall,Texas,48381.0,60,2,4,4,48381.0
2020-04-10,Rockwall,Texas,48397.0,16,0,170,170,48397.0
2020-04-10,San Augustine,Texas,48405.0,9,1,18,18,48405.0
2020-04-10,San Patricio,Texas,48409.0,7,0,75,75,48409.0
2020-04-10,Scurry,Texas,48415.0,1,0,25,25,48415.0
2020-04-10,Starr,Texas,48427.0,7,0,48,48,48427.0
2020-04-10,Swisher,Texas,48437.0,3,0,20,20,48437.0
2020-04-10,Tarrant,Texas,48439.0,705,21,6814,6814,48439.0
2020-04-10,Taylor,Texas,48441.0,51,1,1344,1392,48441.0
2020-04-10,Terry,Texas,48445.0,6,0,45,45,48445.0
2020-04-10,Titus,Texas,48449.0,6,0,164,164,48449.0
2020-04-10,Tom Green,Texas,48451.0,32,1,614,614,48451.0
2020-04-10,Travis,Texas,48453.0,642,7,3904,3904,48453.0
2020-04-10,Tyler,Texas,48457.0,4,0,61,61,48457.0
2020-04-10,Uvalde,Texas,48463.0,7,0,25,25,48463.0
2020-04-10,Val Verde,Texas,48465.0,12,0,93,93,48465.0
2020-04-10,Van Zandt,Texas,48467.0,10,1,52,52,48467.0
2020-04-10,Victoria,Texas,48469.0,73,0,723,723,48469.0
2020-04-10,Webb,Texas,48479.0,166,6,578,578,48479.0
2020-04-10,Wharton,Texas,48481.0,20,0,210,210,48481.0
2020-04-10,Wichita,Texas,48485.0,54,0,596,596,48485.0
2020-04-10,Williamson,Texas,48491.0,110,4,1665,1665,48491.0
2020-04-10,Winkler,Texas,48495.0,1,0,19,19,48495.0
2020-04-10,Young,Texas,48503.0,3,0,67,67,48503.0
2020-04-10,Box Elder,Utah,49003.0,12,0,53,53,49003.0
2020-04-10,Cache,Utah,49005.0,30,0,150,150,49005.0
2020-04-10,Carbon,Utah,49007.0,2,0,239,239,49007.0
2020-04-10,Davis,Utah,49011.0,180,2,604,604,49011.0
2020-04-10,Duchesne,Utah,49013.0,3,0,124,124,49013.0
2020-04-10,Garfield,Utah,49017.0,1,0,665,665,49017.0
2020-04-10,Grand,Utah,49019.0,1,0,63,63,49019.0
2020-04-10,Juab,Utah,49023.0,2,0,25,25,49023.0
2020-04-10,Millard,Utah,49027.0,4,0,37,37,49027.0
2020-04-10,Salt Lake,Utah,49035.0,1011,7,2932,2932,49035.0
2020-04-10,Tooele,Utah,49045.0,28,0,31,31,49045.0
2020-04-10,Uintah,Utah,49047.0,5,0,39,39,49047.0
2020-04-10,Utah,Utah,49049.0,283,0,1033,1033,49049.0
2020-04-10,Wasatch,Utah,49051.0,96,0,19,19,49051.0
2020-04-10,Weber,Utah,49057.0,87,1,477,477,49057.0
2020-04-10,Addison,Vermont,50001.0,50,0,25,25,50001.0
2020-04-10,Bennington,Vermont,50003.0,31,1,99,99,50003.0
2020-04-10,Caledonia,Vermont,50005.0,8,0,25,25,50005.0
2020-04-10,Chittenden,Vermont,50007.0,336,15,562,562,50007.0
2020-04-10,Lamoille,Vermont,50015.0,19,1,25,25,50015.0
2020-04-10,Rutland,Vermont,50021.0,34,0,123,123,50021.0
2020-04-10,Windsor,Vermont,50027.0,24,2,60,60,50027.0
2020-04-10,Albemarle,Virginia,51003.0,43,0,285,285,51003.0
2020-04-10,Alexandria city,Virginia,51510.0,174,1,318,318,51510.0
2020-04-10,Alleghany,Virginia,51005.0,2,0,246,246,51005.0
2020-04-10,Arlington,Virginia,51013.0,312,2,334,334,51013.0
2020-04-10,Augusta,Virginia,51015.0,15,0,255,255,51015.0
2020-04-10,Charlottesville city,Virginia,51540.0,28,1,614,614,51540.0
2020-04-10,Chesapeake city,Virginia,51550.0,109,1,310,310,51550.0
2020-04-10,Culpeper,Virginia,51047.0,14,0,70,70,51047.0
2020-04-10,Danville city,Virginia,51590.0,20,0,250,250,51590.0
2020-04-10,Dinwiddie,Virginia,51053.0,3,0,0,0,51053.0
2020-04-10,Emporia city,Virginia,51595.0,5,0,80,80,51595.0
2020-04-10,Fairfax,Virginia,51059.0,777,16,1708,1708,51059.0
2020-04-10,Fauquier,Virginia,51061.0,23,0,97,97,51061.0
2020-04-10,Franklin city,Virginia,51620.0,6,0,90,90,51620.0
2020-04-10,Fredericksburg city,Virginia,51630.0,10,0,472,472,51630.0
2020-04-10,Galax city,Virginia,51640.0,1,0,141,141,51640.0
2020-04-10,Giles,Virginia,51071.0,2,0,145,145,51071.0
2020-04-10,Hampton city,Virginia,51650.0,62,1,844,844,51650.0
2020-04-10,Hanover,Virginia,51085.0,31,0,265,265,51085.0
2020-04-10,Harrisonburg city,Virginia,51660.0,57,0,270,270,51660.0
2020-04-10,Henrico,Virginia,51087.0,342,35,1031,1031,51087.0
2020-04-10,Hopewell city,Virginia,51670.0,14,0,147,147,51670.0
2020-04-10,Hopewell city,Virginia,51670.0,14,0,357,357,51670.0
2020-04-10,Loudoun,Virginia,51107.0,274,0,462,462,51107.0
2020-04-10,Lynchburg city,Virginia,51680.0,27,0,738,738,51680.0
2020-04-10,Manassas city,Virginia,51683.0,29,0,130,130,51683.0
2020-04-10,New Kent,Virginia,51127.0,13,0,110,110,51127.0
2020-04-10,Newport News city,Virginia,51700.0,68,1,792,792,51700.0
2020-04-10,Northampton,Virginia,51131.0,4,0,505,505,51131.0
2020-04-10,Nottoway,Virginia,51135.0,3,0,123,123,51135.0
2020-04-10,Petersburg city,Virginia,51730.0,13,0,572,572,51730.0
2020-04-10,Portsmouth city,Virginia,51740.0,48,1,346,346,51740.0
2020-04-10,Prince Edward,Virginia,51147.0,5,0,116,116,51147.0
2020-04-10,Prince William,Virginia,51153.0,337,1,243,243,51153.0
2020-04-10,Richmond city,Virginia,51760.0,139,2,1612,1612,51760.0
2020-04-10,Roanoke,Virginia,51161.0,13,0,110,110,51161.0
2020-04-10,Roanoke city,Virginia,51770.0,16,0,934,934,51770.0
2020-04-10,Russell,Virginia,51167.0,1,0,267,267,51167.0
2020-04-10,Shenandoah,Virginia,51171.0,15,0,25,25,51171.0
2020-04-10,Smyth,Virginia,51173.0,9,0,377,377,51173.0
2020-04-10,Spotsylvania,Virginia,51177.0,43,0,100,100,51177.0
2020-04-10,Stafford,Virginia,51179.0,60,0,125,125,51179.0
2020-04-10,Staunton city,Virginia,51790.0,1,0,0,0,51790.0
2020-04-10,Tazewell,Virginia,51185.0,4,0,381,381,51185.0
2020-04-10,Virginia Beach city,Virginia,51810.0,224,1,700,700,51810.0
2020-04-10,Winchester city,Virginia,51840.0,16,0,411,411,51840.0
2020-04-10,Wise,Virginia,51195.0,8,0,244,244,51195.0
2020-04-10,Wythe,Virginia,51197.0,7,0,108,108,51197.0
2020-04-10,Asotin,Washington,53003.0,4,0,25,25,53003.0
2020-04-10,Chelan,Washington,53007.0,45,3,251,251,53007.0
2020-04-10,Clallam,Washington,53009.0,11,0,163,163,53009.0
2020-04-10,Cowlitz,Washington,53015.0,23,0,202,202,53015.0
2020-04-10,Ferry,Washington,53019.0,1,0,25,25,53019.0
2020-04-10,Grays Harbor,Washington,53027.0,8,0,154,154,53027.0
2020-04-10,Island,Washington,53029.0,155,7,76,76,53029.0
2020-04-10,King,Washington,53033.0,4119,279,5461,5461,53033.0
2020-04-10,Kitsap,Washington,53035.0,128,1,381,381,53035.0
2020-04-10,Kittitas,Washington,53037.0,15,0,25,25,53037.0
2020-04-10,Klickitat,Washington,53039.0,12,1,42,42,53039.0
2020-04-10,Lewis,Washington,53041.0,18,2,376,376,53041.0
2020-04-10,Okanogan,Washington,53047.0,14,0,91,91,53047.0
2020-04-10,Pacific,Washington,53049.0,1,0,51,51,53049.0
2020-04-10,Pend Oreille,Washington,53051.0,1,0,74,74,53051.0
2020-04-10,Skagit,Washington,53057.0,178,5,205,205,53057.0
2020-04-10,Snohomish,Washington,53061.0,1801,66,786,786,53061.0
2020-04-10,Spokane,Washington,53063.0,255,14,1881,1881,53063.0
2020-04-10,Walla Walla,Washington,53071.0,21,0,316,316,53071.0
2020-04-10,Whatcom,Washington,53073.0,250,23,253,253,53073.0
2020-04-10,Whitman,Washington,53075.0,13,0,50,50,53075.0
2020-04-10,Yakima,Washington,53077.0,447,19,528,528,53077.0
2020-04-10,Berkeley,West Virginia,54003.0,83,0,241,241,54003.0
2020-04-10,Braxton,West Virginia,54007.0,1,0,25,25,54007.0
2020-04-10,Brooke,West Virginia,54009.0,2,0,251,251,54009.0
2020-04-10,Cabell,West Virginia,54011.0,17,0,1051,1051,54011.0
2020-04-10,Greenbrier,West Virginia,54025.0,3,0,122,122,54025.0
2020-04-10,Kanawha,West Virginia,54039.0,74,0,763,763,54039.0
2020-04-10,Monongalia,West Virginia,54061.0,76,2,940,940,54061.0
2020-04-10,Ohio,West Virginia,54069.0,21,0,675,675,54069.0
2020-04-10,Preston,West Virginia,54077.0,6,0,50,50,54077.0
2020-04-10,Raleigh,West Virginia,54081.0,5,0,473,473,54081.0
2020-04-10,Upshur,West Virginia,54097.0,2,0,88,88,54097.0
2020-04-10,Wetzel,West Virginia,54103.0,3,0,58,58,54103.0
2020-04-10,Ashland,Wisconsin,55003.0,1,0,158,158,55003.0
2020-04-10,Barron,Wisconsin,55005.0,6,0,90,90,55005.0
2020-04-10,Calumet,Wisconsin,55015.0,4,0,25,25,55015.0
2020-04-10,Dane,Wisconsin,55025.0,313,12,2073,2073,55025.0
2020-04-10,Door,Wisconsin,55029.0,8,0,25,25,55029.0
2020-04-10,Dunn,Wisconsin,55033.0,8,0,25,25,55033.0
2020-04-10,Eau Claire,Wisconsin,55035.0,21,0,661,661,55035.0
2020-04-10,Fond du Lac,Wisconsin,55039.0,52,2,214,214,55039.0
2020-04-10,Green,Wisconsin,55045.0,9,0,130,130,55045.0
2020-04-10,Kenosha,Wisconsin,55059.0,147,1,517,517,55059.0
2020-04-10,La Crosse,Wisconsin,55063.0,25,0,656,656,55063.0
2020-04-10,Manitowoc,Wisconsin,55071.0,3,0,236,236,55071.0
2020-04-10,Marathon,Wisconsin,55073.0,12,0,440,440,55073.0
2020-04-10,Marinette,Wisconsin,55075.0,3,0,99,99,55075.0
2020-04-10,Milwaukee,Wisconsin,55079.0,1575,77,4743,4743,55079.0
2020-04-10,Oconto,Wisconsin,55083.0,3,0,35,35,55083.0
2020-04-10,Outagamie,Wisconsin,55087.0,29,2,517,517,55087.0
2020-04-10,Ozaukee,Wisconsin,55089.0,71,12,326,326,55089.0
2020-04-10,Portage,Wisconsin,55097.0,4,0,396,396,55097.0
2020-04-10,Racine,Wisconsin,55101.0,100,3,715,715,55101.0
2020-04-10,Rock,Wisconsin,55105.0,51,2,616,616,55105.0
2020-04-10,Rusk,Wisconsin,55107.0,3,0,121,121,55107.0
2020-04-10,Sauk,Wisconsin,55111.0,25,2,197,197,55111.0
2020-04-10,Sawyer,Wisconsin,55113.0,1,0,25,25,55113.0
2020-04-10,Shawano,Wisconsin,55115.0,5,0,50,50,55115.0
2020-04-10,Sheboygan,Wisconsin,55117.0,33,2,370,370,55117.0
2020-04-10,St. Croix,Wisconsin,55109.0,7,0,25,25,55109.0
2020-04-10,St. Croix,Wisconsin,55109.0,7,0,100,100,55109.0
2020-04-10,Trempealeau,Wisconsin,55121.0,1,0,43,43,55121.0
2020-04-10,Vilas,Wisconsin,55125.0,4,0,25,25,55125.0
2020-04-10,Walworth,Wisconsin,55127.0,35,0,159,159,55127.0
2020-04-10,Waukesha,Wisconsin,55133.0,193,6,1305,1305,55133.0
2020-04-10,Waupaca,Wisconsin,55135.0,3,1,25,25,55135.0
2020-04-10,Waushara,Wisconsin,55137.0,2,0,25,25,55137.0
2020-04-10,Winnebago,Wisconsin,55139.0,25,1,1702,1702,55139.0
2020-04-10,Wood,Wisconsin,55141.0,2,0,1178,1178,55141.0
2020-04-10,Converse,Wyoming,56009.0,12,0,25,25,56009.0
2020-04-10,Fremont,Wyoming,56013.0,45,0,298,298,56013.0
2020-04-10,Goshen,Wyoming,56015.0,4,0,25,25,56015.0
2020-04-10,Hot Springs,Wyoming,56017.0,1,0,25,25,56017.0
2020-04-10,Laramie,Wyoming,56021.0,74,0,206,206,56021.0
2020-04-10,Natrona,Wyoming,56025.0,35,0,377,377,56025.0
2020-04-10,Niobrara,Wyoming,56027.0,2,0,24,24,56027.0
2020-04-10,Park,Wyoming,56029.0,1,0,75,75,56029.0
2020-04-10,Sheridan,Wyoming,56033.0,15,0,263,263,56033.0
2020-04-10,Sweetwater,Wyoming,56037.0,9,0,115,115,56037.0
2020-04-10,Teton,Wyoming,56039.0,66,0,101,101,56039.0
2020-04-10,Uinta,Wyoming,56041.0,4,0,225,225,56041.0
2020-04-10,Washakie,Wyoming,56043.0,7,0,18,18,56043.0
